document_id,url,date,president,doc_type,term,source_file,authority_category,generic_authority_matches,specific_authority_matches,vesting_clauses
1106,https://www.presidency.ucsb.edu/documents/executive-order-13313-delegation-certain-congressional-reporting-functions,"July 31, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including section 301 of title 3, United States Code,""]"
1107,https://www.presidency.ucsb.edu/documents/executive-order-13312-implementing-the-clean-diamond-trade-act,"July 29, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, George W. Bush, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""22 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 5""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""public_law"", ""text"": ""Public Law 108""}, {""rule"": ""named_act"", ""text"": ""the Clean Diamond Trade Act""}, {""rule"": ""named_act"", ""text"": ""the International Emergency Economic Powers Act""}, {""rule"": ""named_act"", ""text"": ""the National Emergencies Act""}, {""rule"": ""named_act"", ""text"": ""the United Nations Participation Act""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 13194""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 13213""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 13194""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the Clean Diamond Trade Act (Public Law 108\u2013 19) (the \""Act\""), the International Emergency Economic Powers Act, as amended (50 U.S.C. 1701 et seq.), the National Emergencies Act (50 U.S.C. 1601 et seq.), section 5 of the United Nations Participation Act, as amended (22 U.S.C. 287c), and section 301 of title 3, United States Code, and in view of the national emergency described and declared in Executive Order 13194 of January 18, 2001, and expanded in scope in Executive Order 13213 of May 22, 2001, I, George W. Bush, President of the United States of America, note that, in response to the role played by the illicit trade in diamonds in fueling conflict and human rights violations in Sierra Leone, the President declared a national emergency in Executive Order 13194 and imposed restrictions on the importation of rough diamonds into the United States from Sierra Leone.""]"
1108,https://www.presidency.ucsb.edu/documents/executive-order-13311-homeland-security-information-sharing,"July 29, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States""}]","[{""rule"": ""usc"", ""text"": ""6 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""sections 8""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""the Homeland Security Act of 2002""}]","[""By the authority vested in me by the Constitution and the laws of the United States, including sections 892 and 893 of the Homeland Security Act of 2002 (the \""Act\"") (6 U.S.C. 482 and 483) and section 301 of title 3, United States Code,""]"
1109,https://www.presidency.ucsb.edu/documents/executive-order-13310-blocking-property-the-government-burma-and-prohibiting-certain,"July 28, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, George W. Bush, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""the International Emergency Economic Powers Act""}, {""rule"": ""named_act"", ""text"": ""the National Emergencies Act""}, {""rule"": ""named_act"", ""text"": ""Democracy Act of 2003""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 13047""}, {""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 13047""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.) (IEEPA), the National Emergencies Act (50 U.S.C. 1601 et seq.), the Burmese Freedom and Democracy Act of 2003 (July 28, 2003), and section 301 of title 3, United States Code, and in order to take additional steps with respect to the Government of Burma's continued repression of the democratic opposition in Burma and with respect to the national emergency declared in Executive Order 13047 of May 20, 1997; I, George W. Bush, President of the United States of America,"", ""pursuant to section 1 of this order would seriously impair my ability to deal with the national emergency declared in Executive Order 13047,""]"
1110,https://www.presidency.ucsb.edu/documents/executive-order-13309-amendments-executive-order-12994-and-renaming-the-presidents,"July 25, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America, and in order to change the name of the \""President's Committee on Mental Retardation\"" to the \""President's Committee for People with Intellectual Disabilities\"" (the \""Committee\"") and expand the membership of the Committee,""]"
1111,https://www.presidency.ucsb.edu/documents/executive-order-13308-further-amendment-executive-order-12580-amended-superfund,"June 20, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""42 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""Liability Act of 1980""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 12580""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including section 115 of the Comprehensive Environmental Response, Compensation, and Liability Act of 1980, as amended (42 U.S.C. 9601 et seq.) (the \""Act\""), and section 301 of title 3, United States Code, Executive Order 12580 of January 23, 1987,""]"
1112,https://www.presidency.ucsb.edu/documents/executive-order-13307-european-central-bank,"May 29, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""22 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""sections 1""}, {""rule"": ""named_act"", ""text"": ""the International Organizations Immunities Act""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including sections 1 and 15 of the International Organizations Immunities Act (22 U.S.C. 288 and 288f\u20135),""]"
1113,https://www.presidency.ucsb.edu/documents/executive-order-13306-establishing-the-bob-hope-american-patriot-award,"May 28, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""commander_in_chief"", ""text"": ""Commander in Chief""}]","[""By the authority vested in me as President and as Commander in Chief by the Constitution and the laws of the United States of America,""]"
1114,https://www.presidency.ucsb.edu/documents/executive-order-13305-extension-the-presidents-information-technology-advisory-committee,"May 28, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""public_law"", ""text"": ""Public Law 102""}, {""rule"": ""public_law"", ""text"": ""Public Law 105""}, {""rule"": ""named_act"", ""text"": ""the High-Performance Computing Act of 1991""}, {""rule"": ""named_act"", ""text"": ""the Next Generation Internet Research Act of 1998""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the High-Performance Computing Act of 1991 (Public Law 102\u2013194), as amended by the Next Generation Internet Research Act of 1998 (Public Law 105\u2013305), and in order to extend the life of the President's Information Technology Advisory Committee and the President's Council of Advisors on Science and Technology so that they may continue to carry out their responsibilities,""]"
1117,https://www.presidency.ucsb.edu/documents/executive-order-13302-amending-executive-order-13212-actions-expedite-energy-related,"May 15, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States""}]","[{""rule"": ""legal_section"", ""text"": ""section 6""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 49""}, {""rule"": ""legal_title"", ""text"": ""title 3""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States, including section 60133 of title 49, United States Code, and section 301 of title 3, United States Code,""]"
1118,https://www.presidency.ucsb.edu/documents/executive-order-13301-increasing-the-number-members-the-intelligence-oversight-board,"May 14, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
1119,https://www.presidency.ucsb.edu/documents/executive-order-13300-facilitating-the-administration-justice-the-federal-courts,"May 09, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America, and in order to promote the prompt appointment of judges to the Federal courts,""]"
1120,https://www.presidency.ucsb.edu/documents/executive-order-13299-interagency-group-insular-areas,"May 08, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
1121,https://www.presidency.ucsb.edu/documents/executive-order-13298-termination-emergency-with-respect-the-actions-and-policies-unita,"May 06, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, George W. Bush, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""22 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 5""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""the International Emergency Economic Powers Act""}, {""rule"": ""named_act"", ""text"": ""the National Emergencies Act""}, {""rule"": ""named_act"", ""text"": ""the United Nations Participation Act of 1945""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 12865""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 13069""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 13098""}, {""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 2""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.), the National Emergencies Act (50 U.S.C. 1601 et seq.) (NEA), section 5 of the United Nations Participation Act of 1945, as amended (22 U.S.C. 287c), and section 301 of title 3, United States Code, and in view of United Nations Security Council Resolution 1448 of December 9, 2002, I, George W. Bush, President of the United States of America, find that the situation that gave rise to the declaration of a national emergency in Executive Order 12865 of September 26, 1993, with respect to the actions and policies of the National Union for the Total Independence of Angola (UNITA), and that led to the steps taken in that order and in Executive Order 13069 of December 12, 1997, and Executive Order 13098 of August 18, 1998, has been significantly altered by the recent and continuing steps toward peace taken by the Government of Angola and UNITA. Accordingly,"", ""Pursuant to section 202 of the NEA (50 U.S.C. 1622),""]"
1124,https://www.presidency.ucsb.edu/documents/executive-order-13295-revised-list-quarantinable-communicable-diseases,"April 04, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""42 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""named_act"", ""text"": ""the Public Health Service Act""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including section 361(b) of the Public Health Service Act (42 U.S.C. 264(b)),""]"
1125,https://www.presidency.ucsb.edu/documents/executive-order-13293-amendment-executive-order-10448-establishing-the-national-defense,"March 28, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,capacity_combination_only,"[{""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States""}, {""rule"": ""presidential_capacity"", ""text"": ""as President of the United States""}]","[{""rule"": ""commander_in_chief"", ""text"": ""Commander in Chief""}]","[""By the authority vested in me as President of the United States and as Commander in Chief of the Armed Forces of the United States, and in order to extend eligibility for the award of the National Defense Service Medal to members in good standing in the Selected Reserve of the Armed Forces of the United States,""]"
1126,https://www.presidency.ucsb.edu/documents/executive-order-13294-regulations-relating-hazardous-duty-incentive-pay-aviation-career,"March 28, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""sections 3""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 37""}, {""rule"": ""legal_title"", ""text"": ""title 3""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including sections 301, 301a, and 301c of title 37, United States Code, and section 301 of title 3, United States Code,""]"
1127,https://www.presidency.ucsb.edu/documents/executive-order-13292-further-amendment-executive-order-12958-amended-classified-national,"March 25, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}, {""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""executive_order"", ""text"": ""Executive Order 12958""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, and in order to further amend Executive Order 12958, as amended,"", ""by the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
1128,https://www.presidency.ucsb.edu/documents/executive-order-13291-further-adjustment-certain-rates-pay,"March 21, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
1129,https://www.presidency.ucsb.edu/documents/executive-order-13290-confiscating-and-vesting-certain-iraqi-property,"March 20, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, George W. Bush, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""the International Emergency Economic Powers Act""}, {""rule"": ""named_act"", ""text"": ""the National Emergencies Act""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 12722""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.) (IEEPA), the National Emergencies Act (50 U.S.C. 1601 et seq.), and section 301 of title 3, United States Code, and in order to take additional steps with respect to the national emergency declared in Executive Order 12722 of August 2, 1990, I, George W. Bush, President of the United States of America,""]"
1132,https://www.presidency.ucsb.edu/documents/executive-order-13287-preserve-america,"March 03, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""16 U.S.C.""}, {""rule"": ""usc"", ""text"": ""42 U.S.C.""}, {""rule"": ""named_act"", ""text"": ""the National Historic Preservation Act""}, {""rule"": ""named_act"", ""text"": ""the National Environmental Policy Act""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the National Historic Preservation Act (16 U.S.C. 470 et seq.) (NHPA) and the National Environmental Policy Act (42 U.S.C. 4321 et seq.),""]"
1133,https://www.presidency.ucsb.edu/documents/executive-order-13286-amendment-executive-orders-and-other-actions-connection-with-the,"February 28, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""public_law"", ""text"": ""Public Law 107""}, {""rule"": ""named_act"", ""text"": ""the Homeland Security Act of 2002""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the Homeland Security Act of 2002 (Public Law 107\u2013296) and section 301 of title 3, United States Code, and in order to reflect the transfer of certain functions to, and other responsibilities vested in, the Secretary of Homeland Security, the transfer of certain agencies and agency components to the Department of Homeland Security, and the delegation of appropriate responsibilities to the Secretary of Homeland Security,""]"
1134,https://www.presidency.ucsb.edu/documents/executive-order-13285-presidents-council-service-and-civic-participation,"January 29, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America, and in order to encourage the recognition of volunteer service and civic participation by all Americans, and especially America's youth,""]"
1135,https://www.presidency.ucsb.edu/documents/executive-order-13284-amendment-executive-orders-and-other-actions-connection-with-the,"January 23, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""public_law"", ""text"": ""Public Law 107""}, {""rule"": ""named_act"", ""text"": ""the Homeland Security Act of 2002""}, {""rule"": ""named_act"", ""text"": ""the National Security Act of 1947""}, {""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 12958""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the Homeland Security Act of 2002 (Public Law 107\u2013296), and the National Security Act of 1947, as amended (50 U.S.C. 401 et seq.), and in order to reflect responsibilities vested in the Secretary of Homeland Security and take other actions in connection with the establishment of the Department of Homeland Security,"", ""Pursuant to the provisions of section 1.4 of Executive Order 12958 of April 17, 1995 (\""Classified National Security Information\""),""]"
1136,https://www.presidency.ucsb.edu/documents/executive-order-13283-establishing-the-office-global-communications,"January 21, 2003",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
1137,https://www.presidency.ucsb.edu/documents/executive-order-13282-adjustments-certain-rates-pay,"December 31, 2002",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""section 6""}, {""rule"": ""public_law"", ""text"": ""Public Law 107""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the laws cited herein,"", ""Pursuant to section 601(a)\u2013(b) of Public Law 107\u2013314,""]"
1138,https://www.presidency.ucsb.edu/documents/executive-order-13281-half-day-closing-executive-departments-and-agencies-the-federal,"December 19, 2002",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
1139,https://www.presidency.ucsb.edu/documents/executive-order-13279-equal-protection-the-laws-for-faith-based-and-community,"December 12, 2002",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 40""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""legal_title"", ""text"": ""title 40""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 11246""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including section 121(a) of title 40, United States Code, and section 301 of title 3, United States Code, and in order to guide Federal agencies in formulating and developing policies with implications for faith-based organizations and other community organizations, to ensure equal protection of the laws for faith-based and community organizations, to further the national effort to expand opportunities for, and strengthen the capacity of, faith-based and other community organizations so that they may better meet social needs in America's communities, and to ensure the economical and efficient administration and completion of Government contracts,"", ""Pursuant to section 121(a) of title 40, United States Code, and section 301 of title 3, United States Code, and in order to further the strong Federal interest in ensuring that the cost and progress of Federal procurement contracts are not adversely affected by an artificial restriction of the labor pool caused by the unwarranted exclusion of faith-based organizations from such contracts, section 204 of Executive Order 11246 of September 24, 1965, as amended,""]"
1140,https://www.presidency.ucsb.edu/documents/executive-order-13280-responsibilities-the-department-agriculture-and-the-agency-for,"December 12, 2002",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America, and in order to help the Federal Government coordinate a national effort to expand opportunities for faith-based and other community organizations and to strengthen their capacity to better meet social needs in America's communities,""]"
1143,https://www.presidency.ucsb.edu/documents/executive-order-13276-delegation-responsibilities-concerning-undocumented-aliens,"November 15, 2002",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""8 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""sections 2""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""Nationality Act""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including sections 212(f) and 215(a)(1) of the Immigration and Nationality Act, as amended (8 U.S.C. 1182(f) and 1185(a)(1)), and section 301 of title 3, United States Code, and in order to delegate appropriate responsibilities to Federal agencies for responding to migration of undocumented aliens in the Caribbean region,""]"
1144,https://www.presidency.ucsb.edu/documents/executive-order-13275-creating-board-inquiry-report-certain-labor-disputes-affecting-the,"October 07, 2002",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,[],"[{""rule"": ""usc"", ""text"": ""29 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""statutes_at_large"", ""text"": ""61 Stat. 155""}, {""rule"": ""named_act"", ""text"": ""the Labor Management Relations Act""}]","[""by virtue of the authority vested in me by section 206 of the Labor Management Relations Act, 1947 (61 Stat. 155; 29 U.S.C. 176) (the \""Act\""),""]"
1145,https://www.presidency.ucsb.edu/documents/executive-order-13274-environmental-stewardship-and-transportation-infrastructure-project,"September 18, 2002",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America, and to enhance environmental stewardship and streamline the environmental review and development of transportation infrastructure projects,""]"
1146,https://www.presidency.ucsb.edu/documents/executive-order-13273-further-amending-executive-order-10173-amended-prescribing,"August 21, 2002",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""referenced_act"", ""text"": ""the Act""}, {""rule"": ""referenced_act"", ""text"": ""the Act""}, {""rule"": ""executive_order"", ""text"": ""Executive Order 10173""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including section 1 of title II of the Act of June 15, 1917, as amended (50 U.S.C. 191) (the \""Act\""), and in addition to the finding in Executive Order 10173 of October 18, 1950, and any other declaration or finding in force under section 1 of the Act,""]"
1147,https://www.presidency.ucsb.edu/documents/executive-order-13272-proper-consideration-small-entities-agency-rulemaking,"August 13, 2002",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
1148,https://www.presidency.ucsb.edu/documents/executive-order-13271-establishment-the-corporate-fraud-task-force,"July 09, 2002",George W. Bush,executive_order,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America, and in order to strengthen the efforts of the Department of Justice and Federal, State, and local agencies to investigate and prosecute significant financial crimes, recover the proceeds of such crimes, and ensure just and effective punishment of those who perpetrate financial crimes,""]"
