case_id,child_id,assigned_family,decision,sol_rank,candidate_label,parent_id,retrieval_sources,word5_score,word5_rank,word10_score,word10_rank,bm25_score,bm25_rank,function_score,function_rank,rrf_score,rrf_rank
SHC053,503,emergency_action,candidate,1,C06,508,bm25|word10|word5,0.10683629661798477,1,0.02669379860162735,1,118.11975149916566,2,0.5454248785972595,16,0.06207381224080826,1
SHC053,503,emergency_action,candidate,2,C02,15030,word10|word5,0.05192306265234947,5,0.005518862511962652,5,82.07150337354078,11,0.5449517369270325,17,0.05784075079849728,2
SHC053,503,emergency_action,candidate,3,C05,12134,word10|word5,0.05332856625318527,4,0.010056418366730213,4,81.85465554983391,13,0.45258674025535583,2006,0.04543265724250421,5
SHC054,314,emergency_action,candidate,1,C05,460,bm25|function,0.05467018112540245,11,0.016863761469721794,49,408.7535217663905,4,0.6621933579444885,1,0.055277261591809845,9
SHC054,314,emergency_action,candidate,2,C18,387,bm25|word10|word5,0.058890458196401596,5,0.030450517311692238,5,425.4425882496277,1,0.6119990348815918,36,0.05757934005884826,5
SHC054,314,emergency_action,candidate,3,C07,546,bm25,0.05152883753180504,21,0.016215629875659943,54,405.1726655968009,5,0.5941506624221802,62,0.04469894553299788,24
SHC055,11348,emergency_action,candidate,1,C21,11371,bm25|function|same_family_recent|word10|word5,0.6543629169464111,2,0.58796626329422,1,451.64308662527196,2,0.8776275515556335,1,0.06504494976203068,1
SHC055,11348,emergency_action,candidate,2,C04,11373,bm25|function|word10|word5,0.656933605670929,1,0.558906614780426,2,466.5998970931616,1,0.7970536351203918,2,0.06504494976203068,2
SHC055,11348,emergency_action,candidate,3,C18,11381,bm25|function|word10|word5,0.5116283297538757,3,0.3921732008457184,3,390.30434256819586,3,0.7141895294189453,3,0.06349206349206349,3
SHC056,1462,emergency_action,candidate,1,C04,1472,bm25|same_family_recent|word10|word5,0.48820799589157104,1,0.3670019805431366,1,356.1135679225966,1,,,0.04918032786885246,21
SHC056,1462,emergency_action,candidate,2,C18,1485,bm25,0.31385308504104614,6,0.17842619121074677,9,330.67153652986536,3,0.6299268007278442,26,0.05714519162446362,9
SHC056,1462,emergency_action,candidate,3,C03,1497,rrf_fill,0.2801062762737274,10,0.20192956924438477,7,299.5090599560655,7,0.679399311542511,10,0.058422174840085286,6
SHC057,1876,emergency_action,candidate,1,C18,1906,function|same_family_recent|word10|word5,0.07602670788764954,1,0.04679342359304428,1,199.50522950729945,7,0.620669960975647,2,0.06384129063829451,1
SHC057,1876,emergency_action,candidate,2,C23,2214,bm25|function|word10|word5,0.05827551707625389,2,0.014669237658381462,3,304.6149729132582,1,0.597095251083374,5,0.0637801061386466,2
SHC057,1876,emergency_action,candidate,3,C25,2208,bm25|function|word10|word5,0.03863384574651718,5,0.010403930209577084,5,257.42427305756075,2,0.6250553727149963,1,0.06329170565024611,3
SHC058,460,emergency_action,candidate,1,C05,475,bm25,0.12649579346179962,27,0.07614056020975113,26,365.96431195648665,5,0.5583414435386658,144,0.04340873601923652,31
SHC058,460,emergency_action,candidate,2,C25,476,bm25,0.12248477339744568,33,0.07251513749361038,33,369.9345408273111,2,0.5991985201835632,64,0.0456989247311828,24
SHC058,460,emergency_action,candidate,3,C08,525,word10|word5,0.15258195996284485,3,0.10186295956373215,2,337.5914522801061,23,0.6322252154350281,16,0.05720813563900683,6
SHC059,4874,emergency_action,candidate,1,C11,4971,bm25|function|word10|word5,0.7248833775520325,1,0.6003426909446716,1,284.743782684763,1,0.853182315826416,1,0.06557377049180328,1
SHC059,4874,emergency_action,candidate,2,C06,4882,bm25|word10|word5,0.4840432405471802,5,0.404263436794281,2,203.3181122892582,3,0.6820049285888672,30,0.05849777462680689,4
SHC059,4874,emergency_action,candidate,3,C08,725,function,0.17889416217803955,181,0.11073055118322372,179,110.55306843497492,183,0.7729100584983826,2,0.02857773660728411,81
SHC060,4709,emergency_action,candidate,1,C09,4818,bm25|function|word10|word5,0.6215846538543701,1,0.4608120322227478,1,443.8817847909705,1,0.8383000493049622,2,0.06530936012691697,1
SHC060,4709,emergency_action,candidate,2,C21,4883,bm25|function|word10|word5,0.5124242901802063,3,0.33889833092689514,3,422.25676605143747,2,0.8274060487747192,3,0.06374807987711213,3
SHC060,4709,emergency_action,candidate,3,C02,4923,bm25|function|word10|word5,0.5361620187759399,2,0.39529889822006226,2,421.02820883799257,3,0.8814443349838257,1,0.06452452301209573,2
SHC061,17699,national_monument_action,candidate,1,C23,17756,bm25|same_family_recent|word10|word5,0.2675904631614685,1,0.2122645378112793,1,835.2098424670795,1,0.6921272277832031,17,0.06216734085586545,3
SHC061,17699,national_monument_action,candidate,2,C04,12583,function|word10,0.1127379983663559,6,0.07610584050416946,5,735.5964155568016,10,0.7268280982971191,2,0.06095087707990934,4
SHC061,17699,national_monument_action,candidate,3,C19,12419,bm25|word10|word5,0.13037452101707458,2,0.08741077780723572,2,756.2892709274334,5,0.7058571577072144,7,0.06256805303507278,1
SHC062,17756,national_monument_action,candidate,1,C08,13107,rrf_fill,0.06442058086395264,10,0.0392104908823967,11,878.0802219685681,13,0.6126009225845337,7,0.05699422459928247,8
SHC062,17756,national_monument_action,candidate,2,C17,12783,bm25|function|word5,0.07976856082677841,4,0.049166109412908554,6,995.5739202678278,1,0.620475709438324,4,0.06279495777446598,3
SHC062,17756,national_monument_action,candidate,3,C01,12583,bm25|function|word10|word5,0.08267401158809662,2,0.05637216940522194,2,982.6806373936688,4,0.6158168911933899,5,0.06326767990074442,2
SHC063,19609,national_monument_action,candidate,1,C04,14090,bm25|function|word10|word5,0.09787199646234512,1,0.060824599117040634,1,301.76271317872164,4,0.7191857099533081,5,0.06379650063051703,1
SHC063,19609,national_monument_action,candidate,2,C03,14089,bm25|word10|word5,0.09750933200120926,2,0.06005128473043442,2,295.53858722622266,5,0.7098472714424133,8,0.0623485622536856,2
SHC063,19609,national_monument_action,candidate,3,C18,15118,rrf_fill,0.03927788883447647,14,0.01889902912080288,19,198.58680880236074,32,0.7088802456855774,9,0.05153406020219449,11
SHC064,12745,national_monument_action,candidate,1,C09,12846,bm25|word10|word5,0.1406698226928711,1,0.0984971895813942,1,963.2578790747143,2,0.6406844854354858,14,0.06242943101747967,4
SHC064,12745,national_monument_action,candidate,2,C11,12783,bm25|function|same_family_recent|word10|word5,0.09325355291366577,4,0.05482732877135277,4,852.5210544793674,3,0.6921150088310242,2,0.06325204813108039,2
SHC064,12745,national_monument_action,candidate,3,C06,13107,function|word5,0.08280055224895477,5,0.04944021999835968,6,787.9365084439366,6,0.6625780463218689,4,0.06131264568764569,5
SHC065,14520,national_monument_action,candidate,1,C25,15013,bm25,0.1029181256890297,12,0.06359058618545532,18,177.2244776163942,5,0.6257073283195496,8,0.05679989944695827,2
SHC065,14520,national_monument_action,candidate,2,C23,15046,rrf_fill,0.10410919040441513,9,0.055208154022693634,30,144.16554597198706,28,0.6267054080963135,7,0.05189287423226424,8
SHC065,14520,national_monument_action,candidate,3,C07,14670,rrf_fill,0.09185077995061874,29,0.053068000823259354,36,160.53008523377883,16,0.6300379633903503,6,0.049962031611203696,10
SHC066,14438,national_monument_action,candidate,1,C09,14589,bm25|word10|word5,0.14608389139175415,1,0.08927278220653534,1,575.7610350636774,1,0.6695499420166016,13,0.06287895800583876,1
SHC066,14438,national_monument_action,candidate,2,C20,14704,rrf_fill,0.034174639731645584,11,0.01817128248512745,14,351.1750467430514,13,0.5569595098495483,79,0.04849089529706988,18
SHC066,14438,national_monument_action,candidate,3,C19,14491,same_family_recent|word10|word5,0.04914110526442528,2,0.032620083540678024,2,350.69602606774095,14,0.610807478427887,31,0.05676058901865354,3
SHC067,15896,national_monument_action,candidate,1,C09,15951,bm25|word10|word5,0.18193423748016357,1,0.15269127488136292,1,657.5037868084742,1,0.5623621940612793,45,0.05870413739266199,6
SHC067,15896,national_monument_action,candidate,2,C14,15953,bm25|word10|word5,0.15607964992523193,4,0.13109645247459412,4,620.4617195412723,4,0.6230412721633911,11,0.06095950704225352,5
SHC067,15896,national_monument_action,candidate,3,C08,15952,bm25|function|word10|word5,0.13437236845493317,5,0.1071593165397644,5,624.9970258880938,3,0.6554144620895386,3,0.06251526251526252,3
SHC068,14670,national_monument_action,candidate,1,C01,14846,bm25|function|word10|word5,0.08171188831329346,2,0.0369187667965889,2,345.3953707182563,5,0.6829604506492615,3,0.06351569577376029,2
SHC068,14670,national_monument_action,candidate,2,C18,14839,bm25|word10|word5,0.08824095129966736,1,0.04299958050251007,1,376.17589685090326,1,0.6587665677070618,9,0.06367308149204087,1
SHC068,14670,national_monument_action,candidate,3,C12,14890,bm25|word10|word5,0.06344777345657349,3,0.02513778954744339,3,367.6662516661024,2,0.5378010272979736,55,0.0565707161780093,8
SHC069,15054,national_monument_action,candidate,1,C03,15193,bm25|function|word10|word5,0.3034413456916809,2,0.255532443523407,2,336.374393816984,1,0.7059144377708435,3,0.06452452301209573,2
SHC069,15054,national_monument_action,candidate,2,C10,15206,bm25|function|word10|word5,0.2639651596546173,5,0.17561037838459015,5,279.5403626922089,4,0.6950704455375671,5,0.061778846153846156,5
SHC069,15054,national_monument_action,candidate,3,C16,15153,bm25|function|same_family_recent|word10|word5,0.27738434076309204,4,0.19289390742778778,4,283.0165904070837,3,0.7147186398506165,2,0.06325204813108039,4
SHC070,12888,national_monument_action,candidate,1,C04,13034,bm25|word10|word5,0.18876565992832184,1,0.14751243591308594,1,673.5204408941071,2,0.7096594572067261,10,0.06320163178968044,2
SHC070,12888,national_monument_action,candidate,2,C02,15952,bm25|word5,0.16549403965473175,3,0.11063244193792343,8,809.7314260001415,1,0.6763334274291992,14,0.06048585436242138,4
SHC070,12888,national_monument_action,candidate,3,C08,13030,bm25|function|same_family_recent|word10|word5,0.17412571609020233,2,0.1374993622303009,2,628.5595308830082,3,0.7500330209732056,1,0.06452452301209573,1
SHC071,13651,national_monument_action,candidate,1,C20,13946,word10|word5,0.17882058024406433,1,0.1453126221895218,1,431.0455627490149,22,0.5620421767234802,21,0.057327686209466835,7
SHC071,13651,national_monument_action,candidate,2,C24,9651,same_family_recent,0.004311724565923214,995,0.0,7744,352.1067852579322,44,0.44084632396698,1300,0.011426685447294138,168
SHC071,13651,national_monument_action,candidate,3,C22,15843,function|word10|word5,0.11727793514728546,4,0.07685986161231995,5,433.02173022399523,21,0.6161395907402039,3,0.059228310269976936,5
SHC072,14617,national_monument_action,candidate,1,C08,14670,function|word10|word5,0.27574267983436584,1,0.15238523483276367,1,248.0738029104999,11,0.7752729058265686,1,0.06326483491110599,1
SHC072,14617,national_monument_action,candidate,2,C01,14839,bm25|word10|word5,0.2282247543334961,2,0.14502787590026855,2,326.18338343102835,1,0.697592556476593,10,0.06293722142479413,4
SHC072,14617,national_monument_action,candidate,3,C09,14846,bm25|function|word10|word5,0.2020302563905716,3,0.12858927249908447,3,315.81631601300876,2,0.7169605493545532,5,0.06325967938871165,2
SHC073,15192,national_monument_action,candidate,1,C09,15206,bm25|function|same_family_recent|word10|word5,0.23719409108161926,4,0.1745220273733139,4,272.0271387492906,1,0.7339174151420593,1,0.06403688524590165,1
SHC073,15192,national_monument_action,candidate,2,C10,15214,bm25|word10|word5,0.28669825196266174,1,0.27345508337020874,1,223.43470081946867,2,0.3979822099208832,12,0.06280480639285504,2
SHC073,15192,national_monument_action,candidate,3,C02,15213,bm25|word10|word5,0.27399563789367676,3,0.2516785264015198,3,220.04262904315857,4,0.3832188844680786,16,0.06052892648287385,5
SHC074,14980,national_monument_action,candidate,1,C07,15054,bm25|function|word10|word5,0.45197412371635437,1,0.32620173692703247,1,430.38334748414474,1,0.8307833671569824,1,0.06557377049180328,1
SHC074,14980,national_monument_action,candidate,2,C03,15193,bm25|word10|word5,0.29492855072021484,3,0.20969422161579132,4,325.7483300691402,2,0.6982018351554871,9,0.062119801754268796,4
SHC074,14980,national_monument_action,candidate,3,C06,15017,function|same_family_recent|word10|word5,0.28455930948257446,4,0.21585406363010406,2,290.10746358723935,6,0.7444871068000793,4,0.06253054740957967,3
SHC075,14634,national_monument_action,candidate,1,C06,14670,bm25|function|same_family_recent|word10|word5,0.17763398587703705,1,0.08233017474412918,1,289.17642617995256,2,0.6956064701080322,3,0.06478893337698202,1
SHC075,14634,national_monument_action,candidate,2,C09,14839,bm25|function|word10|word5,0.1675880253314972,2,0.07110902667045593,4,300.3697438986609,1,0.7287981510162354,1,0.06454091750396615,2
SHC075,14634,national_monument_action,candidate,3,C17,14846,bm25|function|word5,0.12279965728521347,4,0.05567382276058197,12,253.21750221280396,4,0.7165825366973877,2,0.061267921146953404,3
SHC076,15953,national_monument_action,candidate,1,C08,16296,bm25|function|same_family_recent|word10|word5,0.18289069831371307,1,0.14623834192752838,1,499.16217623232353,2,0.8153403401374817,1,0.06530936012691697,1
SHC076,15953,national_monument_action,candidate,2,C10,19611,bm25|function,0.12416700273752213,17,0.09075628966093063,15,475.9818635758013,4,0.782696545124054,5,0.057329961704961706,8
SHC076,15953,national_monument_action,candidate,3,C19,19614,rrf_fill,0.12416700273752213,18,0.09075628966093063,16,457.64322224933176,9,0.690251350402832,28,0.051834797544179696,18
SHC077,17351,national_monument_action,candidate,1,C07,17626,bm25|word10,0.05416668578982353,7,0.04295764118432999,5,1020.08875588545,5,0.5924906134605408,66,0.05363111184006707,12
SHC077,17351,national_monument_action,candidate,2,C10,12419,function|word5,0.06195266544818878,5,0.035775620490312576,10,1003.8555072831791,10,0.7055749297142029,1,0.06034948657899478,3
SHC077,17351,national_monument_action,candidate,3,C05,17756,bm25|function|word10|word5,0.0768391564488411,3,0.04987471178174019,4,1027.8155455207868,4,0.6944687962532043,2,0.06325204813108039,1
SHC078,12413,national_monument_action,candidate,1,C09,12554,bm25|function|word10|word5,0.0952366292476654,2,0.08203821629285812,2,693.3443208569313,1,0.7057723999023438,5,0.06403612252369524,2
SHC078,12413,national_monument_action,candidate,2,C20,12512,bm25|function|word10|word5,0.10253676027059555,1,0.09222842007875443,1,648.4396933517406,5,0.7271522879600525,1,0.06456494325346784,1
SHC078,12413,national_monument_action,candidate,3,C14,12744,bm25|word5,0.09016550332307816,3,0.0742998793721199,7,661.6864301447791,4,0.6992157697677612,7,0.06134876214167259,3
SHC079,19607,national_monument_action,candidate,1,C04,14090,function|word10|word5,0.09903448075056076,1,0.06219180300831795,1,272.8492884985718,9,0.7245311737060547,1,0.06367308149204087,1
SHC079,19607,national_monument_action,candidate,2,C13,15053,function,0.03213446959853172,29,0.0054009160958230495,81,256.3802187191227,14,0.6839456558227539,5,0.047226282535868955,25
SHC079,19607,national_monument_action,candidate,3,C11,15118,function,0.04072664678096771,15,0.020394518971443176,19,203.8007819310482,32,0.7106218338012695,2,0.05299015865689042,10
SHC080,19611,national_monument_action,candidate,1,C13,14088,bm25|word10|word5,0.09594135731458664,5,0.0615670271217823,4,368.8410796610654,1,0.5820354223251343,69,0.05515499599206233,9
SHC080,19611,national_monument_action,candidate,2,C14,15053,function,0.032763123512268066,29,0.005494036711752415,75,241.7477708353375,15,0.7113622426986694,1,0.04837013841987134,22
SHC080,19611,national_monument_action,candidate,3,C18,14089,bm25|word10|word5,0.10060396045446396,1,0.062479857355356216,2,298.4323816093974,4,0.6865396499633789,6,0.06329899003253049,2
SHC081,12273,trade_proclamation,candidate,1,C08,15687,bm25|function|word10|word5,0.049347102642059326,3,0.020770303905010223,3,400.2118800795363,3,0.6139320731163025,1,0.06401249024199844,2
SHC081,12273,trade_proclamation,candidate,2,C19,12285,bm25|function|same_family_recent|word10|word5,0.056958235800266266,2,0.028631702065467834,2,427.48930818312573,1,0.6021340489387512,3,0.06452452301209573,1
SHC081,12273,trade_proclamation,candidate,3,C11,12284,bm25|same_family_recent|word10|word5,0.06034214049577713,1,0.031466044485569,1,407.8717077847908,2,0.5879920125007629,11,0.06300042454621968,3
SHC082,15094,trade_proclamation,candidate,1,C17,15104,bm25|function|same_family_recent|word10|word5,0.7634584903717041,1,0.6928775906562805,1,584.6433816738103,1,0.7539622783660889,1,0.06557377049180328,1
SHC082,15094,trade_proclamation,candidate,2,C03,15187,rrf_fill,0.2424914389848709,6,0.12887811660766602,7,373.18358872769966,8,0.6540096402168274,7,0.059708143773113044,6
SHC082,15094,trade_proclamation,candidate,3,C16,15149,bm25|word10|word5,0.27857497334480286,4,0.1476312130689621,4,411.2817058142546,4,0.6568461060523987,6,0.06202651515151515,3
SHC083,15574,trade_proclamation,candidate,1,C10,15701,function|word10|word5,0.5726824402809143,1,0.40227416157722473,1,319.17663431601574,6,0.7376880645751953,2,0.06406743265548132,1
SHC083,15574,trade_proclamation,candidate,2,C02,16359,bm25|word10|word5,0.4419221580028534,2,0.26693862676620483,2,337.7319378873451,3,0.7108100056648254,18,0.06095159320965772,2
SHC083,15574,trade_proclamation,candidate,3,C20,15763,word10,0.2697838246822357,8,0.1599481850862503,4,236.85895614653847,56,0.6599236726760864,71,0.04658515979437313,16
SHC084,17129,trade_proclamation,candidate,1,C05,17157,bm25|function|same_family_recent|word10|word5,0.8257369995117188,1,0.6842086911201477,1,370.32577408101145,1,0.7681546807289124,1,0.06557377049180328,1
SHC084,17129,trade_proclamation,candidate,2,C15,18543,bm25|word10|word5,0.44460099935531616,2,0.26144281029701233,2,274.58470479075726,2,0.6720538139343262,9,0.06287985039738195,2
SHC084,17129,trade_proclamation,candidate,3,C09,18775,bm25,0.282652348279953,8,0.06881590187549591,18,257.45001463942805,3,0.5487467050552368,77,0.05069868111946257,10
SHC085,14919,trade_proclamation,candidate,1,C05,14992,bm25|word5,0.21505862474441528,2,0.08819693326950073,11,356.6539613158579,2,0.6095818877220154,8,0.06104845391132373,2
SHC085,14919,trade_proclamation,candidate,2,C02,15019,bm25|function|word10|word5,0.2508948743343353,1,0.13756771385669708,2,361.22895170260756,1,0.6474384665489197,1,0.06530936012691697,1
SHC085,14919,trade_proclamation,candidate,3,C22,15067,bm25|word10|word5,0.20717817544937134,3,0.10736705362796783,5,326.27866594602926,4,0.572066605091095,20,0.059382631257631255,6
SHC086,13563,trade_proclamation,candidate,1,C22,15942,bm25|word5,0.19636210799217224,5,0.09199725091457367,7,311.37687046814614,5,,,0.04569460390355913,20
SHC086,13563,trade_proclamation,candidate,2,C02,15943,bm25|word5,0.21674615144729614,1,0.0928768739104271,6,318.16801570800413,4,0.6200684309005737,84,0.054114402218910417,7
SHC086,13563,trade_proclamation,candidate,3,C23,15687,word5,0.20232714712619781,3,0.07871636748313904,14,275.7640209236566,14,0.619154691696167,87,0.049702763988478275,11
SHC087,20003,trade_proclamation,candidate,1,C05,20017,bm25|function|same_family_recent|word10|word5,0.8664876818656921,1,0.7936272621154785,1,615.7813744596307,1,0.8374549150466919,1,0.06557377049180328,1
SHC087,20003,trade_proclamation,candidate,2,C10,20056,bm25|function|word10|word5,0.7060946822166443,2,0.5836573839187622,2,575.9140124814771,2,0.8193190097808838,2,0.06451612903225806,2
SHC087,20003,trade_proclamation,candidate,3,C02,14268,bm25|word10|word5,0.3519546091556549,3,0.228078231215477,4,408.4173391623355,3,0.6063117980957031,8,0.062076914098972924,4
SHC088,14905,trade_proclamation,candidate,1,C22,14944,bm25|function|word10|word5,0.7067065834999084,1,0.5619332194328308,1,640.3379068042246,1,0.7087759971618652,4,0.06480532786885246,1
SHC088,14905,trade_proclamation,candidate,2,C03,14987,bm25|function|word10|word5,0.333855539560318,3,0.18829815089702606,4,565.9187488454681,2,0.7921635508537292,1,0.06402049075403121,2
SHC088,14905,trade_proclamation,candidate,3,C23,15022,bm25|function|word10|word5,0.31893882155418396,4,0.20132963359355927,3,531.7230658371303,3,0.7103827595710754,3,0.06324404761904762,4
SHC089,18753,trade_proclamation,candidate,1,C17,18785,bm25|function|word10|word5,0.34812048077583313,1,0.25989463925361633,1,453.576200870002,1,0.6586172580718994,3,0.06505334374186833,1
SHC089,18753,trade_proclamation,candidate,2,C16,18870,bm25|word10|word5,0.1202554702758789,3,0.07106593996286392,3,352.43150074026613,3,0.620844304561615,47,0.05696484201157098,4
SHC089,18753,trade_proclamation,candidate,3,C01,18879,bm25|word10|word5,0.2232636958360672,2,0.15707121789455414,2,400.650048528203,2,0.5848125219345093,136,0.053489137590520076,8
SHC090,19790,trade_proclamation,none,1,C23,14280,function,0.04741215333342552,22,0.013249284587800503,30,159.49418606129964,17,0.670761227607727,2,0.05242227830740813,8
SHC090,19790,trade_proclamation,none,2,C19,20157,rrf_fill,0.05287625268101692,13,0.021387344226241112,14,156.6222924587983,20,0.6244783401489258,8,0.05441802600344099,6
SHC090,19790,trade_proclamation,none,3,C01,20108,rrf_fill,0.06151840463280678,6,0.02756119892001152,8,150.5228252544438,33,0.617932140827179,15,0.053943419009832676,7
SHC091,16208,trade_proclamation,candidate,1,C15,16641,bm25|function|word10|word5,0.2932257652282715,2,0.15563812851905823,2,462.1785385912816,3,0.7741773128509521,2,0.06426011264720942,2
SHC091,16208,trade_proclamation,candidate,2,C19,16511,bm25|function|word10|word5,0.30916956067085266,1,0.17423582077026367,1,481.44311023669934,2,0.7811727523803711,1,0.06530936012691697,1
SHC091,16208,trade_proclamation,candidate,3,C01,17093,bm25|function|word10|word5,0.24304816126823425,5,0.1107417568564415,5,444.7291936239408,5,0.7549092173576355,5,0.06153846153846154,4
SHC092,12443,trade_proclamation,candidate,1,C05,16401,function,0.0122545650228858,158,0.004982820712029934,160,255.5728503027297,32,0.7036268711090088,1,0.03639561834909942,13
SHC092,12443,trade_proclamation,candidate,2,C09,16386,function,0.014054431580007076,101,0.004982820712029934,153,183.67370119005625,229,0.6697685718536377,2,0.03049525567549604,31
SHC092,12443,trade_proclamation,candidate,3,C02,12995,bm25,0.015621720813214779,39,0.008318278938531876,36,338.59332431201824,1,0.607842206954956,87,0.04371384047906296,3
SHC093,19633,trade_proclamation,candidate,1,C03,14233,bm25|word10|word5,0.26398369669914246,1,0.12113427370786667,1,310.62151964739087,3,0.586599588394165,57,0.057206909665926065,3
SHC093,19633,trade_proclamation,candidate,2,C08,14283,bm25|word10|word5,0.2455279380083084,3,0.11568865925073624,3,319.50534570049183,2,0.5196788311004639,235,0.05126489451257084,7
SHC093,19633,trade_proclamation,candidate,3,C23,14265,bm25|word10|word5,0.2539103031158447,2,0.12011735141277313,2,324.63669039965134,1,0.5668508410453796,97,0.05502093389067221,4
SHC094,19822,trade_proclamation,candidate,1,C08,19851,bm25|function|word10|word5,0.55784010887146,1,0.40563103556632996,1,455.2698516215471,1,0.8429253101348877,1,0.06557377049180328,1
SHC094,19822,trade_proclamation,candidate,2,C14,14281,rrf_fill,0.07417873293161392,25,0.016847992315888405,50,148.841453020197,28,0.6546804308891296,20,0.0447192513368984,19
SHC094,19822,trade_proclamation,candidate,3,C22,14294,bm25,0.078043632209301,20,0.023073529824614525,24,190.52369917385764,3,,,0.04027777777777777,34
SHC095,14549,trade_proclamation,candidate,1,C17,14800,bm25|word10|word5,0.4160338342189789,1,0.25454679131507874,1,375.6903926000467,1,0.6043941378593445,18,0.06200084068936528,1
SHC095,14549,trade_proclamation,candidate,2,C04,14903,word5,0.35559478402137756,3,0.18730804324150085,7,328.52537567624813,10,0.6566014885902405,7,0.060009476427386875,3
SHC095,14549,trade_proclamation,candidate,3,C11,14908,rrf_fill,0.35226207971572876,6,0.18537688255310059,8,335.99841798341987,6,0.6475192308425903,11,0.059093419698225,5
SHC096,14234,trade_proclamation,candidate,1,C14,14295,bm25|function|word10|word5,0.4659186601638794,1,0.4029475748538971,1,435.0514930797148,1,0.6468235850334167,3,0.06505334374186833,1
SHC096,14234,trade_proclamation,candidate,2,C20,14283,bm25|function|word5,0.05536860227584839,4,0.02555999532341957,36,206.299191035916,5,0.6786247491836548,1,0.057819724674232874,3
SHC096,14234,trade_proclamation,candidate,3,C22,14265,bm25|same_family_recent|word5,0.05483519285917282,5,0.03330362215638161,13,211.74782773734546,3,0.6189301609992981,13,0.05865489153160386,2
SHC097,17054,trade_proclamation,candidate,1,C09,17093,bm25|function|word10|word5,0.619575560092926,1,0.4233640432357788,1,448.7831639983468,1,0.7808583974838257,1,0.06557377049180328,1
SHC097,17054,trade_proclamation,candidate,2,C08,17064,bm25|function|same_family_recent|word10|word5,0.45631712675094604,3,0.3176287114620209,3,426.0255875880047,4,0.7577486038208008,2,0.06350006400409626,3
SHC097,17054,trade_proclamation,candidate,3,C22,18278,bm25|function|word10|word5,0.521436870098114,2,0.32991263270378113,2,438.6365868294452,2,0.7467783689498901,3,0.06426011264720942,2
SHC098,15183,trade_proclamation,candidate,1,C15,15187,bm25|function|same_family_recent|word10|word5,0.8067226409912109,1,0.7374332547187805,1,464.866181613222,1,0.7279896140098572,3,0.06505334374186833,1
SHC098,15183,trade_proclamation,candidate,2,C24,15188,bm25|function|same_family_recent,0.5004217028617859,6,0.40804070234298706,6,457.2438431306111,2,0.6595278382301331,5,0.061816677945710205,4
SHC098,15183,trade_proclamation,candidate,3,C16,15195,bm25|word10|word5,0.6360552310943604,2,0.5323942303657532,2,444.269501549817,3,,,0.048131080389144903,16
SHC099,13943,trade_proclamation,candidate,1,C18,15220,bm25|function|word10|word5,0.8017775416374207,1,0.713132381439209,1,575.5894052814367,1,0.8326528668403625,1,0.06557377049180328,1
SHC099,13943,trade_proclamation,candidate,2,C21,15230,bm25|word10|word5,0.736863374710083,2,0.5925099849700928,2,445.18865693550487,3,0.7369669079780579,42,0.057935001957772354,4
SHC099,13943,trade_proclamation,candidate,3,C02,15245,bm25|word10|word5,0.3837603032588959,4,0.23460395634174347,4,383.5500810353333,4,0.6788278222084045,103,0.053009969325153374,7
SHC100,18198,trade_proclamation,candidate,1,C09,12090,bm25|function|word10|word5,0.10682281106710434,1,0.05049680918455124,1,403.8392033915298,1,0.8108921051025391,1,0.06557377049180328,1
SHC100,18198,trade_proclamation,candidate,2,C11,12227,bm25|function|word10|word5,0.07876450568437576,2,0.0472317673265934,2,327.06490242248987,5,0.7922598123550415,3,0.06351569577376029,2
SHC100,18198,trade_proclamation,candidate,3,C17,11980,bm25,0.056376803666353226,10,0.03188129886984825,9,352.6355597360507,3,0.5676072835922241,100,0.05090148378191856,12
