document_id,document_type,identifier,title,date,url,sample_id,partition
3596,executive_order,10824,designating the national aeronautics and space administration agency,"May 29, 1959",https://www.presidency.ucsb.edu/documents/executive-order-10824-designating-the-national-aeronautics-and-space-administration-agency,EO0235,development
2354,executive_order,12065,national security information,"June 28, 1978",https://www.presidency.ucsb.edu/documents/executive-order-12065-national-security-information,EO0236,segmentation_vesting_holdout
4109,executive_order,10314,creating emergency board investigate dispute between the pan,"December 17, 1951",https://www.presidency.ucsb.edu/documents/executive-order-10314-creating-emergency-board-investigate-dispute-between-the-pan,EO0237,development
833,executive_order,13586,establishing emergency board investigate disputes between certain,"October 06, 2011",https://www.presidency.ucsb.edu/documents/executive-order-13586-establishing-emergency-board-investigate-disputes-between-certain,EO0238,development
2357,executive_order,12062,presidents commission the coal industry,"May 26, 1978",https://www.presidency.ucsb.edu/documents/executive-order-12062-presidents-commission-the-coal-industry,EO0239,development
3233,executive_order,11187,permitting certain employees the postal field service be given,"October 24, 1964",https://www.presidency.ucsb.edu/documents/executive-order-11187-permitting-certain-employees-the-postal-field-service-be-given,EO0240,development
1654,executive_order,12765,delegation certain defense related authorities the president the,"June 11, 1991",https://www.presidency.ucsb.edu/documents/executive-order-12765-delegation-certain-defense-related-authorities-the-president-the,EO0241,segmentation_vesting_holdout
3271,executive_order,11149,establishing the presidents advisory committee supersonic transport,"April 01, 1964",https://www.presidency.ucsb.edu/documents/executive-order-11149-establishing-the-presidents-advisory-committee-supersonic-transport,EO0242,development
4362,executive_order,10060,restoring certain land comprising the keaahala military reservation,"June 02, 1949",https://www.presidency.ucsb.edu/documents/executive-order-10060-restoring-certain-land-comprising-the-keaahala-military-reservation,EO0243,development
2637,executive_order,11782,establishing the federal financing bank advisory council,"May 06, 1974",https://www.presidency.ucsb.edu/documents/executive-order-11782-establishing-the-federal-financing-bank-advisory-council,EO0244,development
1795,executive_order,12623,delegating authority implement assistance the nicaraguan democratic,"January 06, 1988",https://www.presidency.ucsb.edu/documents/executive-order-12623-delegating-authority-implement-assistance-the-nicaraguan-democratic,EO0245,development
890,executive_order,13529,ordering the selected reserve and certain individual ready reserve,"January 16, 2010",https://www.presidency.ucsb.edu/documents/executive-order-13529-ordering-the-selected-reserve-and-certain-individual-ready-reserve,EO0246,development
1981,executive_order,12438,review increases rates basic pay for employees the veterans,"August 23, 1983",https://www.presidency.ucsb.edu/documents/executive-order-12438-review-increases-rates-basic-pay-for-employees-the-veterans,EO0247,development
244,executive_order,14175,designation ansar allah foreign terrorist organization,"January 22, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14175-designation-ansar-allah-foreign-terrorist-organization,EO0248,development
1245,executive_order,13174,commission workers communities and economic change the new economy,"October 27, 2000",https://www.presidency.ucsb.edu/documents/executive-order-13174-commission-workers-communities-and-economic-change-the-new-economy,EO0249,development
2019,executive_order,12400,presidents commission strategic forces,"January 03, 1983",https://www.presidency.ucsb.edu/documents/executive-order-12400-presidents-commission-strategic-forces,EO0250,segmentation_vesting_holdout
97,executive_order,14322,saving college sports,"July 24, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14322-saving-college-sports,EO0251,development
4126,executive_order,10297,providing for telecommunications advisor the president,"October 09, 1951",https://www.presidency.ucsb.edu/documents/executive-order-10297-providing-for-telecommunications-advisor-the-president,EO0252,development
1954,executive_order,12465,commercial expendable launch vehicle activities,"February 24, 1984",https://www.presidency.ucsb.edu/documents/executive-order-12465-commercial-expendable-launch-vehicle-activities,EO0253,segmentation_vesting_holdout
3267,executive_order,11153,inspection income estate and gift tax returns the senate committee,"April 17, 1964",https://www.presidency.ucsb.edu/documents/executive-order-11153-inspection-income-estate-and-gift-tax-returns-the-senate-committee,EO0254,development
4054,executive_order,10369,further designation pursuant section 103 the renegotiation act 1951,"June 30, 1952",https://www.presidency.ucsb.edu/documents/executive-order-10369-further-designation-pursuant-section-103-the-renegotiation-act-1951,EO0255,development
3786,executive_order,10635,creating emergency board investigate dispute between the,"September 01, 1955",https://www.presidency.ucsb.edu/documents/executive-order-10635-creating-emergency-board-investigate-dispute-between-the,EO0256,development
2935,executive_order,11484,designating the united international bureaux for the protection,"September 29, 1969",https://www.presidency.ucsb.edu/documents/executive-order-11484-designating-the-united-international-bureaux-for-the-protection,EO0257,development
1917,executive_order,12501,arctic research,"January 28, 1985",https://www.presidency.ucsb.edu/documents/executive-order-12501-arctic-research,EO0258,development
481,executive_order,13938,increasing drug importation lower prices for american patients,"July 24, 2020",https://www.presidency.ucsb.edu/documents/executive-order-13938-increasing-drug-importation-lower-prices-for-american-patients,EO0259,development
942,executive_order,13477,settlement claims against libya,"October 31, 2008",https://www.presidency.ucsb.edu/documents/executive-order-13477-settlement-claims-against-libya,EO0260,development
532,executive_order,13887,modernizing influenza vaccines the united states promote national,"September 19, 2019",https://www.presidency.ucsb.edu/documents/executive-order-13887-modernizing-influenza-vaccines-the-united-states-promote-national,EO0261,development
545,executive_order,13874,modernizing the regulatory framework for agricultural biotechnology,"June 11, 2019",https://www.presidency.ucsb.edu/documents/executive-order-13874-modernizing-the-regulatory-framework-for-agricultural-biotechnology,EO0262,development
4133,executive_order,10290,prescribing regulations establishing minimum standards for the,"September 24, 1951",https://www.presidency.ucsb.edu/documents/executive-order-10290-prescribing-regulations-establishing-minimum-standards-for-the,EO0263,development
1503,executive_order,12916,implementation the border environment cooperation commission and the,"May 13, 1994",https://www.presidency.ucsb.edu/documents/executive-order-12916-implementation-the-border-environment-cooperation-commission-and-the,EO0264,development
1756,executive_order,12664,establishment emergency board no 218 investigate railroad labor,"January 06, 1989",https://www.presidency.ucsb.edu/documents/executive-order-12664-establishment-emergency-board-no-218-investigate-railroad-labor,EO0265,development
1591,executive_order,12828,delegation certain personnel management authorities,"January 05, 1993",https://www.presidency.ucsb.edu/documents/executive-order-12828-delegation-certain-personnel-management-authorities,EO0266,development
794,executive_order,13625,improving access mental health services for veterans service members,"August 31, 2012",https://www.presidency.ucsb.edu/documents/executive-order-13625-improving-access-mental-health-services-for-veterans-service-members,EO0267,development
3414,executive_order,11006,creating emergency board investigate dispute between eastern air,"February 22, 1962",https://www.presidency.ucsb.edu/documents/executive-order-11006-creating-emergency-board-investigate-dispute-between-eastern-air,EO0268,development
4216,executive_order,10207,establishing the presidents commission internal security and,"January 23, 1951",https://www.presidency.ucsb.edu/documents/executive-order-10207-establishing-the-presidents-commission-internal-security-and,EO0269,development
3368,executive_order,11052,cotton textiles and cotton textile products,"September 28, 1962",https://www.presidency.ucsb.edu/documents/executive-order-11052-cotton-textiles-and-cotton-textile-products,EO0270,development
2988,executive_order,11431,creating board inquiry report certain labor disputes affecting the,"September 30, 1968",https://www.presidency.ucsb.edu/documents/executive-order-11431-creating-board-inquiry-report-certain-labor-disputes-affecting-the,EO0271,development
3549,executive_order,10870,designating the facilities the national aeronautics and space,"March 15, 1960",https://www.presidency.ucsb.edu/documents/executive-order-10870-designating-the-facilities-the-national-aeronautics-and-space,EO0272,development
1538,executive_order,12881,establishment the national science and technology council,"November 23, 1993",https://www.presidency.ucsb.edu/documents/executive-order-12881-establishment-the-national-science-and-technology-council,EO0273,development
1293,executive_order,13126,prohibition acquisition products produced forced or indentured child,"June 12, 1999",https://www.presidency.ucsb.edu/documents/executive-order-13126-prohibition-acquisition-products-produced-forced-or-indentured-child,EO0274,development
3747,executive_order,10674,exempting certain officers and employees the executive branch the,"July 31, 1956",https://www.presidency.ucsb.edu/documents/executive-order-10674-exempting-certain-officers-and-employees-the-executive-branch-the,EO0275,segmentation_vesting_holdout
2926,executive_order,11493,establishing the council for rural affairs,"November 13, 1969",https://www.presidency.ucsb.edu/documents/executive-order-11493-establishing-the-council-for-rural-affairs,EO0276,development
3032,executive_order,11387,governing certain capital transfers abroad,"January 01, 1968",https://www.presidency.ucsb.edu/documents/executive-order-11387-governing-certain-capital-transfers-abroad,EO0277,development
3693,executive_order,10727,designating the preparatory commission the international atomic,"August 31, 1957",https://www.presidency.ucsb.edu/documents/executive-order-10727-designating-the-preparatory-commission-the-international-atomic,EO0278,development
1557,executive_order,12862,setting customer service standards,"September 11, 1993",https://www.presidency.ucsb.edu/documents/executive-order-12862-setting-customer-service-standards,EO0279,development
176,executive_order,14240,eliminating waste and saving taxpayer dollars consolidating,"March 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14240-eliminating-waste-and-saving-taxpayer-dollars-consolidating,EO0280,development
4417,executive_order,10007,organization the reserve units the armed forces,"October 15, 1948",https://www.presidency.ucsb.edu/documents/executive-order-10007-organization-the-reserve-units-the-armed-forces,EO0281,development
4004,executive_order,10417-A,executive order 10417 excusing federal employees from duty friday december 26 1952,"December 06, 1952",https://www.presidency.ucsb.edu/documents/executive-order-10417-excusing-federal-employees-from-duty-friday-december-26-1952,EO0282,development
3819,executive_order,10602,designating the secretary the interior the representative the,"March 23, 1955",https://www.presidency.ucsb.edu/documents/executive-order-10602-designating-the-secretary-the-interior-the-representative-the,EO0283,development
4250,executive_order,10173,regulations relating the safeguarding vessels harbors ports and,"October 18, 1950",https://www.presidency.ucsb.edu/documents/executive-order-10173-regulations-relating-the-safeguarding-vessels-harbors-ports-and,EO0284,development
1958,executive_order,12461,district columbia police and firefighters retirement and disability,"February 17, 1984",https://www.presidency.ucsb.edu/documents/executive-order-12461-district-columbia-police-and-firefighters-retirement-and-disability,EO0285,development
2708,executive_order,11711,inspection income excess profits estate and gift tax returns the,"April 13, 1973",https://www.presidency.ucsb.edu/documents/executive-order-11711-inspection-income-excess-profits-estate-and-gift-tax-returns-the,EO0286,development
651,executive_order,13767,border security and immigration enforcement improvements,"January 25, 2017",https://www.presidency.ucsb.edu/documents/executive-order-13767-border-security-and-immigration-enforcement-improvements,EO0287,development
1266,executive_order,13153,actions improve low performing schools,"May 03, 2000",https://www.presidency.ucsb.edu/documents/executive-order-13153-actions-improve-low-performing-schools,EO0288,development
2095,executive_order,12324,interdiction illegal aliens,"September 29, 1981",https://www.presidency.ucsb.edu/documents/executive-order-12324-interdiction-illegal-aliens,EO0289,development
647,executive_order,13772,core principles for regulating the united states financial system,"February 03, 2017",https://www.presidency.ucsb.edu/documents/executive-order-13772-core-principles-for-regulating-the-united-states-financial-system,EO0290,development
3445,executive_order,10975,creating emergency board investigate dispute between pan american,"November 10, 1961",https://www.presidency.ucsb.edu/documents/executive-order-10975-creating-emergency-board-investigate-dispute-between-pan-american,EO0291,development
1788,executive_order,12631,working group financial markets,"March 18, 1988",https://www.presidency.ucsb.edu/documents/executive-order-12631-working-group-financial-markets,EO0292,development
976,executive_order,13443,facilitation hunting heritage and wildlife conservation,"August 16, 2007",https://www.presidency.ucsb.edu/documents/executive-order-13443-facilitation-hunting-heritage-and-wildlife-conservation,EO0293,development
2616,executive_order,11803,establishing clemency board review certain convictions persons under,"September 16, 1974",https://www.presidency.ucsb.edu/documents/executive-order-11803-establishing-clemency-board-review-certain-convictions-persons-under,EO0294,development
4414,executive_order,10009,revoking part executive orders no 589 march 14 1907 and no 1712,"October 18, 1948",https://www.presidency.ucsb.edu/documents/executive-order-10009-revoking-part-executive-orders-no-589-march-14-1907-and-no-1712,EO0295,development
102,executive_order,14317,creating schedule g the excepted service,"July 17, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14317-creating-schedule-g-the-excepted-service,EO0296,development
3244,executive_order,11176,inspection certain interest equalization tax information returns the,"September 03, 1964",https://www.presidency.ucsb.edu/documents/executive-order-11176-inspection-certain-interest-equalization-tax-information-returns-the,EO0297,development
3614,executive_order,10806,inspection income excess profits estate and gift tax returns the,"March 10, 1959",https://www.presidency.ucsb.edu/documents/executive-order-10806-inspection-income-excess-profits-estate-and-gift-tax-returns-the,EO0298,development
780,executive_order,13639,establishment the presidential commission election administration,"March 28, 2013",https://www.presidency.ucsb.edu/documents/executive-order-13639-establishment-the-presidential-commission-election-administration,EO0299,development
2673,executive_order,11747,delegating certain authority the president under the water resources,"November 07, 1973",https://www.presidency.ucsb.edu/documents/executive-order-11747-delegating-certain-authority-the-president-under-the-water-resources,EO0300,development
2096,executive_order,12323,presidential commission broadcasting cuba,"September 22, 1981",https://www.presidency.ucsb.edu/documents/executive-order-12323-presidential-commission-broadcasting-cuba,EO0301,segmentation_vesting_holdout
4203,executive_order,10221,providing for the administration disaster relief,"March 02, 1951",https://www.presidency.ucsb.edu/documents/executive-order-10221-providing-for-the-administration-disaster-relief,EO0302,segmentation_vesting_holdout
1545,executive_order,12874,establishing emergency board investigate dispute between the long,"October 20, 1993",https://www.presidency.ucsb.edu/documents/executive-order-12874-establishing-emergency-board-investigate-dispute-between-the-long,EO0303,development
1319,executive_order,13100,presidents council food safety,"August 25, 1998",https://www.presidency.ucsb.edu/documents/executive-order-13100-presidents-council-food-safety,EO0304,segmentation_vesting_holdout
1309,executive_order,13110,nazi war criminal records interagency working group,"January 11, 1999",https://www.presidency.ucsb.edu/documents/executive-order-13110-nazi-war-criminal-records-interagency-working-group,EO0305,development
759,executive_order,13660,blocking property certain persons contributing the situation ukraine,"March 06, 2014",https://www.presidency.ucsb.edu/documents/executive-order-13660-blocking-property-certain-persons-contributing-the-situation-ukraine,EO0306,development
164,executive_order,14255,establishing the united states investment accelerator,"March 31, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14255-establishing-the-united-states-investment-accelerator,EO0307,development
4356,executive_order,10067,creating emergency board investigate dispute between the missouri,"July 08, 1949",https://www.presidency.ucsb.edu/documents/executive-order-10067-creating-emergency-board-investigate-dispute-between-the-missouri,EO0308,development
3343,executive_order,11077,administration the migration and refugee assistance act 1962,"January 22, 1963",https://www.presidency.ucsb.edu/documents/executive-order-11077-administration-the-migration-and-refugee-assistance-act-1962,EO0309,development
1185,executive_order,13234,presidential task force citizen preparedness the war terrorism,"November 09, 2001",https://www.presidency.ucsb.edu/documents/executive-order-13234-presidential-task-force-citizen-preparedness-the-war-terrorism,EO0310,development
1569,executive_order,12850,conditions for renewal most favored nation status for the peoples,"May 28, 1993",https://www.presidency.ucsb.edu/documents/executive-order-12850-conditions-for-renewal-most-favored-nation-status-for-the-peoples,EO0311,development
765,executive_order,13654,establishing emergency board investigate disputes between the long,"November 21, 2013",https://www.presidency.ucsb.edu/documents/executive-order-13654-establishing-emergency-board-investigate-disputes-between-the-long,EO0312,development
4418,executive_order,10006,preparation presentation filing and publicaton executive orders and,"October 09, 1948",https://www.presidency.ucsb.edu/documents/executive-order-10006-preparation-presentation-filing-and-publicaton-executive-orders-and,EO0313,development
4174,executive_order,10249,prescribing regulations with respect foreign service reporting,"June 04, 1951",https://www.presidency.ucsb.edu/documents/executive-order-10249-prescribing-regulations-with-respect-foreign-service-reporting,EO0314,segmentation_vesting_holdout
3850,executive_order,10572,inspection income excess profits declared value excess profits,"October 26, 1954",https://www.presidency.ucsb.edu/documents/executive-order-10572-inspection-income-excess-profits-declared-value-excess-profits,EO0315,development
3025,executive_order,11394,establishing the presidents commission for the observance human,"January 30, 1968",https://www.presidency.ucsb.edu/documents/executive-order-11394-establishing-the-presidents-commission-for-the-observance-human,EO0316,development
1280,executive_order,13139,improving health protection military personnel participating,"September 30, 1999",https://www.presidency.ucsb.edu/documents/executive-order-13139-improving-health-protection-military-personnel-participating,EO0317,development
1152,executive_order,13266,activities promote personal fitness,"June 20, 2002",https://www.presidency.ucsb.edu/documents/executive-order-13266-activities-promote-personal-fitness,EO0318,development
817,executive_order,13602,establishing white house council strong cities strong communities,"March 15, 2012",https://www.presidency.ucsb.edu/documents/executive-order-13602-establishing-white-house-council-strong-cities-strong-communities,EO0319,development
2680,executive_order,11739,adjusting rates pay for certain statutory pay systems,"October 03, 1973",https://www.presidency.ucsb.edu/documents/executive-order-11739-adjusting-rates-pay-for-certain-statutory-pay-systems,EO0320,development
232,executive_order,14187,protecting children from chemical and surgical mutilation,"January 28, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14187-protecting-children-from-chemical-and-surgical-mutilation,EO0321,development
1902,executive_order,12517,delegation concerning the united states india fund for cultural,"May 29, 1985",https://www.presidency.ucsb.edu/documents/executive-order-12517-delegation-concerning-the-united-states-india-fund-for-cultural,EO0322,development
3714,executive_order,10706,inspection income excess profits declared value excess profits,"April 25, 1957",https://www.presidency.ucsb.edu/documents/executive-order-10706-inspection-income-excess-profits-declared-value-excess-profits,EO0323,development
1644,executive_order,12775,prohibiting certain transactions with respect haiti,"October 04, 1991",https://www.presidency.ucsb.edu/documents/executive-order-12775-prohibiting-certain-transactions-with-respect-haiti,EO0324,segmentation_vesting_holdout
593,executive_order,13826,federal interagency council crime prevention and improving reentry,"March 07, 2018",https://www.presidency.ucsb.edu/documents/executive-order-13826-federal-interagency-council-crime-prevention-and-improving-reentry,EO0325,development
2116,executive_order,12303,presidential advisory committee federalism,"April 08, 1981",https://www.presidency.ucsb.edu/documents/executive-order-12303-presidential-advisory-committee-federalism,EO0326,segmentation_vesting_holdout
985,executive_order,13434,national security professional development,"May 17, 2007",https://www.presidency.ucsb.edu/documents/executive-order-13434-national-security-professional-development,EO0327,development
4392,executive_order,10030,administration and supervision the district columbia national guard,"January 26, 1949",https://www.presidency.ucsb.edu/documents/executive-order-10030-administration-and-supervision-the-district-columbia-national-guard,EO0328,development
2047,executive_order,12372,intergovernmental review federal programs,"July 14, 1982",https://www.presidency.ucsb.edu/documents/executive-order-12372-intergovernmental-review-federal-programs,EO0329,development
47,executive_order,14372,prioritizing the warfighter defense contracting,"January 07, 2026",https://www.presidency.ucsb.edu/documents/executive-order-14372-prioritizing-the-warfighter-defense-contracting,EO0330,development
1150,executive_order,13269,expedited naturalization aliens and noncitizen nationals serving,"July 03, 2002",https://www.presidency.ucsb.edu/documents/executive-order-13269-expedited-naturalization-aliens-and-noncitizen-nationals-serving,EO0331,development
4158,executive_order,10263,transfer the panama canal the waterway together with facilities and,"June 29, 1951",https://www.presidency.ucsb.edu/documents/executive-order-10263-transfer-the-panama-canal-the-waterway-together-with-facilities-and,EO0332,development
3030,executive_order,11390,delegation certain functions the president the secretary defense,"January 22, 1968",https://www.presidency.ucsb.edu/documents/executive-order-11390-delegation-certain-functions-the-president-the-secretary-defense,EO0333,development
3093,executive_order,11327,assigning authority order certain persons the ready reserve active,"February 15, 1967",https://www.presidency.ucsb.edu/documents/executive-order-11327-assigning-authority-order-certain-persons-the-ready-reserve-active,EO0334,development
3362,executive_order,11058,assigning authority with respect ordering persons and units the,"October 23, 1962",https://www.presidency.ucsb.edu/documents/executive-order-11058-assigning-authority-with-respect-ordering-persons-and-units-the,EO0335,development
652,executive_order,13768,enhancing public safety the interior the united states,"January 25, 2017",https://www.presidency.ucsb.edu/documents/executive-order-13768-enhancing-public-safety-the-interior-the-united-states,EO0336,segmentation_vesting_holdout
471,executive_order,13948,lowering drug prices putting america first,"September 13, 2020",https://www.presidency.ucsb.edu/documents/executive-order-13948-lowering-drug-prices-putting-america-first,EO0337,development
2911,executive_order,11508,providing for the identification unneeded federal real property,"February 10, 1970",https://www.presidency.ucsb.edu/documents/executive-order-11508-providing-for-the-identification-unneeded-federal-real-property,EO0338,segmentation_vesting_holdout
2091,executive_order,12328,federal employees contracting or trading with indians,"October 08, 1981",https://www.presidency.ucsb.edu/documents/executive-order-12328-federal-employees-contracting-or-trading-with-indians,EO0339,development
1198,executive_order,13221,energy efficient standby power devices,"July 31, 2001",https://www.presidency.ucsb.edu/documents/executive-order-13221-energy-efficient-standby-power-devices,EO0340,development
412,executive_order,14008,tackling the climate crisis home and abroad,"January 27, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14008-tackling-the-climate-crisis-home-and-abroad,EO0341,development
2979,executive_order,11440,providing for the supplemental use exhibits and displays created,"December 11, 1968",https://www.presidency.ucsb.edu/documents/executive-order-11440-providing-for-the-supplemental-use-exhibits-and-displays-created,EO0342,development
4429,executive_order,9995,restoring cetain lands the schofield barracks military reservation,"September 02, 1948",https://www.presidency.ucsb.edu/documents/executive-order-9995-restoring-cetain-lands-the-schofield-barracks-military-reservation,EO0343,development
3474,executive_order,10946,establishing program for resolving labor disputes missile and space,"May 26, 1961",https://www.presidency.ucsb.edu/documents/executive-order-10946-establishing-program-for-resolving-labor-disputes-missile-and-space,EO0344,segmentation_vesting_holdout
266,executive_order,14166,application protecting americans from foreign adversary controlled,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14166-application-protecting-americans-from-foreign-adversary-controlled,EO0345,development
3396,executive_order,11024,exemption alan t waterman from compulsory retirement for age,"June 04, 1962",https://www.presidency.ucsb.edu/documents/executive-order-11024-exemption-alan-t-waterman-from-compulsory-retirement-for-age,EO0346,development
1618,executive_order,12801,barring overflight takeoff and landing aircraft flying or from libya,"April 15, 1992",https://www.presidency.ucsb.edu/documents/executive-order-12801-barring-overflight-takeoff-and-landing-aircraft-flying-or-from-libya,EO0347,development
2880,executive_order,11539,delegations authority negotiate agreements and issue regulations,"June 30, 1970",https://www.presidency.ucsb.edu/documents/executive-order-11539-delegations-authority-negotiate-agreements-and-issue-regulations,EO0348,development
3079,executive_order,11341,establishing the presidents commission postal organization,"April 08, 1967",https://www.presidency.ucsb.edu/documents/executive-order-11341-establishing-the-presidents-commission-postal-organization,EO0349,development
3888,executive_order,10534,providing for the supervision and direction the saint lawrence,"June 09, 1954",https://www.presidency.ucsb.edu/documents/executive-order-10534-providing-for-the-supervision-and-direction-the-saint-lawrence,EO0350,development
4181,executive_order,10242,prescribing regulations governing the exercise the federal civil,"May 08, 1951",https://www.presidency.ucsb.edu/documents/executive-order-10242-prescribing-regulations-governing-the-exercise-the-federal-civil,EO0351,development
43,executive_order,14376,stopping wall street from competing with main street homebuyers,"January 20, 2026",https://www.presidency.ucsb.edu/documents/executive-order-14376-stopping-wall-street-from-competing-with-main-street-homebuyers,EO0352,segmentation_vesting_holdout
1422,executive_order,12997,korean peninsula energy development organization,"April 01, 1996",https://www.presidency.ucsb.edu/documents/executive-order-12997-korean-peninsula-energy-development-organization,EO0353,development
3852,executive_order,10570,creating emergency board investigate dispute between the pullman,"October 16, 1954",https://www.presidency.ucsb.edu/documents/executive-order-10570-creating-emergency-board-investigate-dispute-between-the-pullman,EO0354,development
4444,executive_order,9980,regulations governing fair employment practices within the federal,"July 26, 1948",https://www.presidency.ucsb.edu/documents/executive-order-9980-regulations-governing-fair-employment-practices-within-the-federal,EO0355,development
3660,executive_order,10760,creating emergency board investigate dispute between the trans world,"March 27, 1958",https://www.presidency.ucsb.edu/documents/executive-order-10760-creating-emergency-board-investigate-dispute-between-the-trans-world,EO0356,development
399,executive_order,14021,guaranteeing educational environment free from discrimination the,"March 08, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14021-guaranteeing-educational-environment-free-from-discrimination-the,EO0357,development
4481,executive_order,9944,authorizing the department state administer certain functions under,"April 09, 1948",https://www.presidency.ucsb.edu/documents/executive-order-9944-authorizing-the-department-state-administer-certain-functions-under,EO0358,development
3721,executive_order,10699,inspection income excess profits declared value excess profits,"February 19, 1957",https://www.presidency.ucsb.edu/documents/executive-order-10699-inspection-income-excess-profits-declared-value-excess-profits,EO0359,development
3911,executive_order,10511,creating emergency board investigate disputes between the akron,"December 28, 1953",https://www.presidency.ucsb.edu/documents/executive-order-10511-creating-emergency-board-investigate-disputes-between-the-akron,EO0360,development
4271,executive_order,10152,regulations relating the right members the uniformed services,"August 17, 1950",https://www.presidency.ucsb.edu/documents/executive-order-10152-regulations-relating-the-right-members-the-uniformed-services,EO0361,development
926,executive_order,13493,review detention policy options,"January 22, 2009",https://www.presidency.ucsb.edu/documents/executive-order-13493-review-detention-policy-options,EO0362,development
883,executive_order,13536,blocking property certain persons contributing the conflict somalia,"April 12, 2010",https://www.presidency.ucsb.edu/documents/executive-order-13536-blocking-property-certain-persons-contributing-the-conflict-somalia,EO0363,development
4003,executive_order,10419,restoring the posssession use and control certain land the territory,"December 11, 1952",https://www.presidency.ucsb.edu/documents/executive-order-10419-restoring-the-posssession-use-and-control-certain-land-the-territory,EO0364,development
1067,executive_order,13352,facilitation cooperative conservation,"August 26, 2004",https://www.presidency.ucsb.edu/documents/executive-order-13352-facilitation-cooperative-conservation,EO0365,development
2374,executive_order,12049,defense economic adjustment programs,"March 27, 1978",https://www.presidency.ucsb.edu/documents/executive-order-12049-defense-economic-adjustment-programs,EO0366,development
2605,executive_order,11814,activation the energy resources council,"October 11, 1974",https://www.presidency.ucsb.edu/documents/executive-order-11814-activation-the-energy-resources-council,EO0367,development
2889,executive_order,11531,delegating authority the president under section 4102a2b title 5,"May 26, 1970",https://www.presidency.ucsb.edu/documents/executive-order-11531-delegating-authority-the-president-under-section-4102a2b-title-5,EO0368,segmentation_vesting_holdout
1870,executive_order,12549,debarment and suspension participants federal programs,"February 18, 1986",https://www.presidency.ucsb.edu/documents/executive-order-12549-debarment-and-suspension-participants-federal-programs,EO0369,segmentation_vesting_holdout
1862,executive_order,12558,establishing emergency board investigate dispute between the long,"May 16, 1986",https://www.presidency.ucsb.edu/documents/executive-order-12558-establishing-emergency-board-investigate-dispute-between-the-long,EO0370,development
433,executive_order,13988,preventing and combating discrimination the basis gender identity or,"January 20, 2021",https://www.presidency.ucsb.edu/documents/executive-order-13988-preventing-and-combating-discrimination-the-basis-gender-identity-or,EO0371,development
1243,executive_order,13176,facilitation presidential transition,"November 27, 2000",https://www.presidency.ucsb.edu/documents/executive-order-13176-facilitation-presidential-transition,EO0372,segmentation_vesting_holdout
3548,executive_order,10872,creating emergency board investigate dispute between pan american,"March 18, 1960",https://www.presidency.ucsb.edu/documents/executive-order-10872-creating-emergency-board-investigate-dispute-between-pan-american,EO0373,development
3954,executive_order,10468,appointment william c strand director office territories department,"July 07, 1953",https://www.presidency.ucsb.edu/documents/executive-order-10468-appointment-william-c-strand-director-office-territories-department,EO0374,development
2327,executive_order,12092,federal anti inflationary procurement practices,"November 01, 1978",https://www.presidency.ucsb.edu/documents/executive-order-12092-federal-anti-inflationary-procurement-practices,EO0375,development
899,executive_order,13520,reducing improper payments,"November 20, 2009",https://www.presidency.ucsb.edu/documents/executive-order-13520-reducing-improper-payments,EO0376,development
3292,executive_order,11128,closing government departments and agencies november 25 1963,"November 23, 1963",https://www.presidency.ucsb.edu/documents/executive-order-11128-closing-government-departments-and-agencies-november-25-1963,EO0377,development
1233,executive_order,13186,responsibilities federal agencies protect migratory birds,"January 10, 2001",https://www.presidency.ucsb.edu/documents/executive-order-13186-responsibilities-federal-agencies-protect-migratory-birds,EO0378,development
1760,executive_order,12659,delegation authority regarding the naval petroleum and oil shale,"December 15, 1988",https://www.presidency.ucsb.edu/documents/executive-order-12659-delegation-authority-regarding-the-naval-petroleum-and-oil-shale,EO0379,development
2345,executive_order,12074,urban and community impact analyses,"August 16, 1978",https://www.presidency.ucsb.edu/documents/executive-order-12074-urban-and-community-impact-analyses,EO0380,development
4014,executive_order,10409,award the purle heart persons serving with the navy marine corps or,"November 12, 1952",https://www.presidency.ucsb.edu/documents/executive-order-10409-award-the-purle-heart-persons-serving-with-the-navy-marine-corps-or,EO0381,development
843,executive_order,13576,delivering efficient effective and accountable government,"June 13, 2011",https://www.presidency.ucsb.edu/documents/executive-order-13576-delivering-efficient-effective-and-accountable-government,EO0382,development
1523,executive_order,12896,amending the civil service rules concerning political activity,"February 03, 1994",https://www.presidency.ucsb.edu/documents/executive-order-12896-amending-the-civil-service-rules-concerning-political-activity,EO0383,development
3967,executive_order,10455,inspection income excess profits declared value excess profits,"May 22, 1953",https://www.presidency.ucsb.edu/documents/executive-order-10455-inspection-income-excess-profits-declared-value-excess-profits,EO0384,development
2807,executive_order,11611,inspection income excess profits estate and gift tax returns the,"July 26, 1971",https://www.presidency.ucsb.edu/documents/executive-order-11611-inspection-income-excess-profits-estate-and-gift-tax-returns-the,EO0385,development
